╧ О/О;ьРПХУ-ЙНД ОЮПРХХ;мЮХЛЕМНБЮМХЕ РНБЮПЮ;оНЯРЮБЫХЙ;дЮРЮ ОПХУНДМНЦН ДНЙСЛЕМРЮ;мНЛЕП ОПХУНДМНЦН ДНЙСЛЕМРЮ;дЮРЮ МЮЙКЮДМНИ;мНЛЕП МЮЙКЮДМНИ;йНК-БН;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ АЕГ мдя;яРЮБЙЮ мдя ОНЯРЮБЫХЙЮ;яСЛЛЮ мдя;яСЛЛЮ Б ГЮЙСОНВМШУ ЖЕМЮУ Я мдя
1127;200200073748;мнбнйюхмюлхд 100лц/лк. 5лк. ╧10 п-п д/б/б,б/л юло. /нпцюмхйю/;йЮРПЕМ Ц.уХЛЙХ;24.08.2021;2003317;23.08.2021;7276082-30;1;151.93;10%;15.19;167.12
1128;200200073760;цкюсопняр 0,005% 2,5лк. ╧1 цк.йюокх тк./йюо.;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003318;24.08.2021;бл0335496;1;530.62;10%;53.06;583.68
1129;200200073765;ьюктеъ кхяр 1,5ц. ╧20 оюй. /йпюямнцнпяй/;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003318;24.08.2021;бл0335496;1;54.40;10%;5.44;59.84
1130;200200073768;юйюрхмнк лелюмрхм 20лц. ╧28 рюа. о/о/н /лепж тюплю/;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003319;24.08.2021;бл0339618;1;2323.05;10%;232.31;2555.36
1131;200200073771;юрепнйкетхр ахн ╧60 йюоя. /щбюкюп/;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003319;24.08.2021;бл0339618;1;325.17;20%;65.03;390.20
1132;200200073777;мспнтем 200лц. ╧8 рюа. о/н д/дереи /пейхрр аемйхгеп/;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003319;24.08.2021;бл0339618;1;75.80;10%;7.58;83.38
1133;200200073782;жхяремхсл II 1800лц. ╧14 рюа. д/пюяя.;"ннн ""юЙЖЕМРЛЕД""";24.08.2021;2003319;24.08.2021;бл0339618;1;329.48;20%;65.90;395.37
1134;200200073793;вюи ахн цхонремг.рпюбш 1,5ц. ╧20 оюй. /щбюкюп/ (аюд);оСКЭЯ ;24.08.2021;2003321;23.08.2021;апм00605251;1;103.56;20%;20.71;124.27
1135;200200073794;юдбюмрюм 0,1% 15ц. ╧1 йпел д/мюпсф.опхл. рсаю;оСКЭЯ ;24.08.2021;2003322;23.08.2021;апм00605252;1;483.60;10%;48.36;531.96
1136;200200073800;дхюткейя пнлтюпл 50лц. ╧30 йюоя.;оСКЭЯ ;24.08.2021;2003322;23.08.2021;апм00605252;1;924.32;10%;92.43;1016.75
1137;200200073812;лепремхк 20лц. ╧30 рюа. о/о/н /цеденм пхуреп/;оСКЭЯ ;24.08.2021;2003322;23.08.2021;апм00605252;1;726.62;10%;72.66;799.28
1138;200200073849;аюменжхм 20ц. ╧1 люгэ д/мюпсф.опхл. рсаю;юБЕЯРЮ ;24.08.2021;2003325;24.08.2021;л2517014;1;507.50;10%;50.75;558.25
1139;200200073882;пеякхо 15лц. ╧30 рюа. о/о/н /нанкемяйне/;оПНТХРлЕД;24.08.2021;2003329;24.08.2021;26065/467-21;1;236.20;10%;23.62;259.82
1140;200200073883;янкйняепхк 5% 5ц. оюярю демрюкэмюъ;оПНТХРлЕД;24.08.2021;2003329;24.08.2021;26065/467-21;1;1247.60;10%;124.76;1372.36
1141;200200073893;йюмдхд 1% 15лк. ╧1 п-п д/леяр.опхл. тк./йюо. /цкемлюпй/;цпюмд йюохрюк ялнкемяй ннн тй;24.08.2021;2003331;24.08.2021;21-0-547002;1;320.67;10%;32.07;352.74
1142;200200073895;йнлахкхоем рюая ╧60 рюа. о/о/н;цпюмд йюохрюк ялнкемяй ннн тй;24.08.2021;2003331;24.08.2021;21-0-547002;1;400.24;10%;40.02;440.26
1143;200200073896;кхопхлюп 20лц. ╧100 рюа. о/о/н /цедейе/отюигеп/;цпюмд йюохрюк ялнкемяй ннн тй;24.08.2021;2003331;24.08.2021;21-0-547002;1;1107.01;10%;110.70;1217.71
1144;200200073898;кнпхярю 12,5лц. ╧30 рюа. о/о/н /KRKA/;цпюмд йюохрюк ялнкемяй ннн тй;24.08.2021;2003331;24.08.2021;21-0-547002;1;117.90;10%;11.79;129.69
1145;200200073911;кюслю ахмр щкюяр. 8ялX3л [LAUMA];оПНРЕЙ;24.08.2021;2003332;24.08.2021;163996444-001;1;300.04;10%;30.00;330.04
1146;200200073912;кюслю ахмр щкюяр. 8ялX5л [LAUMA];оПНРЕЙ;24.08.2021;2003332;24.08.2021;163996444-001;1;496.84;10%;49.68;546.52
1147;200200073921;опнйрнгюм ╧10 ясоо. пейр.;оПНРЕЙ;24.08.2021;2003332;24.08.2021;163996444-001;1;420.60;10%;42.06;462.66
1148;200200073926;ярпеяянбхр ╧30 йюоя.;оПНРЕЙ;24.08.2021;2003332;24.08.2021;163996444-001;1;304.98;20%;61.00;365.98
1149;200200073946;пнгюпр 20лц. ╧90 рюа. о/о/н;йЮРПЕМ Ц.уХЛЙХ;25.08.2021;2003338;24.08.2021;7311695-30;1;1798.05;10%;179.81;1977.86
1150;200200073954;аекнаюгю йпел 40ц.;оСКЭЯ ;25.08.2021;2003339;24.08.2021;апм00608458;1;222.58;20%;44.52;267.10
1151;200200073958;яхяреим 15лк. цк.йюокх нтрюкэл.;оСКЭЯ ;25.08.2021;2003339;24.08.2021;апм00608458;1;465.32;10%;46.53;511.85
1152;200200073966;юйпхдепл яй 30ц. ╧1 люгэ д/мюпсф.опхл. рсаю /юйпхухм/;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;359.37;10%;35.94;395.31
1153;200200073973;цхдпнйнпрхгнм 25лц+5лц/лк. 5лк. ╧1 ясяо. д/хм. /цеденм пхуреп/;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;208.61;10%;20.86;229.47
1154;200200073988;кнпюрюдхм 10лц. ╧30 рюа. /бепрейя/;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;66.00;10%;6.60;72.60
1155;200200073995;нпдхяя 8лц. ╧30 рюа.;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;373.90;10%;37.39;411.29
1156;200200074001;яхнтнп 500 ╧60 рюа. о/н /аепкхм уелх/;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;191.54;10%;19.15;210.69
1157;200200074005;рпхдепл 15ц. йпел;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;645.99;10%;64.60;710.59
1158;200200074009;щцкнмхк 50лц. ╧30 йюоя. /яюмнтх/дектюпл/;оСКЭЯ ;25.08.2021;2003340;24.08.2021;апм00608459;1;116.11;10%;11.61;127.72
1159;200200074022;тнплскю ямю сяхкеммюъ ╧30 йюоя. /щбюкюп/;лЮЦМХР тЮПЛЮ ннн;25.08.2021;2003341;25.08.2021;F3216893;1;400.05;20%;80.01;480.06
1160;200200074025;аепкхопхк 10лц. ╧30 рюа. /аепкхм-уелх/;лЮЦМХР тЮПЛЮ ннн;25.08.2021;2003342;25.08.2021;F3216893/1;1;87.60;10%;8.76;96.36
1161;200200074027;днкцхр 5% 100ц. цекэ /днкнпцхр/;лЮЦМХР тЮПЛЮ ннн;25.08.2021;2003342;25.08.2021;F3216893/1;1;207.50;10%;20.75;228.25
1162;200200074028;йюпдняюк 20 20лц. ╧28 рюа. о/о/н;лЮЦМХР тЮПЛЮ ннн;25.08.2021;2003342;25.08.2021;F3216893/1;1;633.40;10%;63.34;696.74
1163;200200074038;аетсмцхм 100лк. ╧1 п-п д/опхелю бмсрпэ тк. /бхтхреу/;цпюмд йюохрюк ялнкемяй ннн тй;25.08.2021;2003343;25.08.2021;21-0-549719;1;177.75;10%;17.78;195.53
1164;200200074041;жхрпняеор 50лк. йюокх д/бмсрп. х мюпсф.опхл.;цпюмд йюохрюк ялнкемяй ннн тй;25.08.2021;2003343;25.08.2021;21-0-549719;1;1352.95;20%;270.59;1623.54
1165;200200074055;онднпнфмхйю кхяр 1,5ц. ╧20 оюй. /йпюямнцнпяй/;цпюмд йюохрюк ялнкемяй ннн тй;25.08.2021;2003344;25.08.2021;21-0-549718;1;55.21;10%;5.52;60.73
1166;200200074057;опнкюрюм 0,005% 2,5лк. ╧3 цк.йюокх тк.;цпюмд йюохрюк ялнкемяй ннн тй;25.08.2021;2003344;25.08.2021;21-0-549718;1;1151.78;10%;115.18;1266.96
1167;200200074063;дхйкюй 5% 100ц. цекэ д/мюпсф.опхл.;юБЕЯРЮ ;25.08.2021;2003345;25.08.2021;л2529433;1;322.41;10%;32.24;354.65
1168;200200074067;щмюо-H 10лц+25лц. ╧20 рюа. /KRKA/;юБЕЯРЮ ;25.08.2021;2003345;25.08.2021;л2529433;1;199.38;10%;19.94;219.32
1169;200200074078;хмнйюхм 0,4% 5лк. цк.йюокх тк./йюо. /опнлед/яемрхяя/;гДПЮБЯЕПБХЯ;25.08.2021;2003347;25.08.2021;E12551023/37230402;1;93.49;10%;9.35;102.84
1170;200200074079;йюкхъ нпнрюр 500лц. ╧20 рюа. /юббю пся/;гДПЮБЯЕПБХЯ;25.08.2021;2003347;25.08.2021;E12551023/37230402;1;99.76;10%;9.98;109.74
1171;200200074091;окюцпхк 75лц. ╧30 рюа. о/о/н /д-п педдх/;гДПЮБЯЕПБХЯ;25.08.2021;2003347;25.08.2021;E12551023/37230402;1;404.56;10%;40.46;445.02
1172;200200074101;тсжхдхм 2% 15ц. йпел;гДПЮБЯЕПБХЯ;25.08.2021;2003347;25.08.2021;E12551023/37230402;1;438.64;10%;43.86;482.50
1173;200200074104;ясярюлед ахнаюкэгюл я аюпясвхл фхпнл 75ц.;гДПЮБЯЕПБХЯ;25.08.2021;2003348;25.08.2021;E12551023/37221723;1;47.93;20%;9.59;57.51
1174;200200074112;цсякхжю кедемеж оерсьнй бхр.я+жхмй+кхлнм+лърю 17ц.;гДПЮБЯЕПБХЯ;25.08.2021;2003348;25.08.2021;E12551023/37221723;1;11.29;20%;2.26;13.55
1175;200200074116;уюпрлюмм йнялнонп е онбъгйю 7,2у5ял ╧50 о/ноеп. яюлнйк. яреп. [HARTMANN COSMOPOR];гДПЮБЯЕПБХЯ;25.08.2021;2003348;25.08.2021;E12551023/37221723;1;326.47;10%;32.65;359.12
1176;200200074134;онкхдейяю 10,5лк. сьмше йюокх+охоерйю;оПНРЕЙ;25.08.2021;2003349;25.08.2021;164088960-001;1;273.35;10%;27.34;300.69
1177;200200074140;юкепюмю ьюлосмэ д/нйпюь.бнкня 250лк. [ALERANA];оСКЭЯ ;26.08.2021;2003354;25.08.2021;апм00611251;1;285.00;20%;57.00;342.00
1178;200200074142;дхцхдпнйбепжерхм 250лц. ╧60 рюа. /щбюкюп/;оСКЭЯ ;26.08.2021;2003354;25.08.2021;апм00611251;1;340.28;20%;68.06;408.34
1179;200200074173;нрнкнпхм 10лк. сьмше йюокх тк.;оСКЭЯ ;26.08.2021;2003355;25.08.2021;апм00611252;1;161.30;10%;16.13;177.43
1180;200200074176;опедмхгнкнм (опедмхгнк) 30лц/лк. 1лк. ╧3 п-п д/б/б,б/л  юло. /юдфхн/;оСКЭЯ ;26.08.2021;2003355;25.08.2021;апм00611252;1;29.82;10%;2.98;32.80
1181;200200074178;пеммх ╧24 рюа.феб. лемрнк;оСКЭЯ ;26.08.2021;2003355;25.08.2021;апм00611252;1;256.86;10%;25.69;282.55
1182;200200074190;рюлнйяхтем 20лц. ╧100 рюа. /нпхнм/;цпюмд йюохрюк ялнкемяй ннн тй;26.08.2021;2003356;26.08.2021;21-0-552414;1;493.10;10%;49.31;542.41
1183;200200074191;репюткейя унмдпнйпел тнпре 1%+5% 50ц.;цпюмд йюохрюк ялнкемяй ннн тй;26.08.2021;2003356;26.08.2021;21-0-552414;1;313.91;10%;31.39;345.30
1184;200200074194;уюпрлюмм оеую-уютр ахмр яюлнтхйя. йнцегхб. 4лу10ял. аек. /юпр.932486/9324862/ [HARTMANN PEHA-HAFT];цпюмд йюохрюк ялнкемяй ннн тй;26.08.2021;2003357;26.08.2021;21-0-552415;1;143.64;10%;14.36;158.00
1185;200200074212;тхгхнремг 0,4лц. ╧28 рюа. о/о/н /щаанрр/;лЮЦМХР тЮПЛЮ ннн;26.08.2021;2003359;26.08.2021;F3223924/1;1;741.90;10%;74.19;816.09
1186;200200074221;пебхр ╧100 дпюфе /тюплярюмдюпр-стюбхрю/;йЮРПЕМ Ц.уХЛЙХ;26.08.2021;2003360;26.08.2021;7343277-30;1;22.45;10%;2.24;24.69
1187;200200074222;пекхт опн ╧12 ясоо. пейр.;йЮРПЕМ Ц.уХЛЙХ;26.08.2021;2003360;26.08.2021;7343277-30;1;538.30;10%;53.83;592.13
1188;200200074227;репахгхк 1% 15ц. йпел /цеденм пхуреп/;йЮРПЕМ Ц.уХЛЙХ;26.08.2021;2003360;26.08.2021;7343277-30;1;244.07;10%;24.41;268.48
1189;200200074232;оедхрнйя ьюлосмэ д/бнкня сунд оняке напюанрйх 150лк. тк.;йЮРПЕМ Ц.уХЛЙХ;26.08.2021;2003360;26.08.2021;7343277-30;1;232.58;20%;46.52;279.10
1190;200200074238;гепйюкхм 10лц/лк. 30лк. п-п д/мюпсф.опхл.;юБЕЯРЮ ;26.08.2021;2003362;26.08.2021;л2542782;1;325.08;10%;32.51;357.59
1191;200200074239;йюпдняюк 10 10лц. ╧28 рюа. о/о/н;юБЕЯРЮ ;26.08.2021;2003362;26.08.2021;л2542782;1;495.08;10%;49.51;544.59
1192;200200074254;йпеярнп 10лц. ╧126 рюа. о/о/н;оПНРЕЙ;26.08.2021;2003364;26.08.2021;164195231-002;1;4290.74;10%;429.07;4719.81
1193;200200074267;яокюр гса.оюярю кевеамше рпюбш 100лк. [SPLAT];гДПЮБЯЕПБХЯ;26.08.2021;2003368;26.08.2021;E12562325/37251481;1;103.05;20%;20.61;123.66
1194;200200074271;яребхх кхярэъ 1ц. ╧20 оюй. /гднпнбэе/;гДПЮБЯЕПБХЯ;26.08.2021;2003368;26.08.2021;E12562325/37251481;1;58.69;20%;11.74;70.43
1195;200200074280;мюиг юйрхбцекэ 1% 50ц. ╧1 цекэ д/мюпсф.опхл. рсаю;гДПЮБЯЕПБХЯ;26.08.2021;2003369;26.08.2021;E12562325/37257311;1;281.80;10%;28.18;309.98
1196;200200074282;пекбюп щккхорю 22лйц+184лйц/днгю 30днг онп. д/п-пю д/хмц. /цкюйян/;гДПЮБЯЕПБХЯ;26.08.2021;2003369;26.08.2021;E12562325/37257311;1;1956.41;10%;195.64;2152.05
1197;200200074289;аерюдхм 200лц. ╧7 ясоо. бюц.;йЮРПЕМ Ц.уХЛЙХ;27.08.2021;2003374;26.08.2021;7367843-30;1;309.22;10%;30.92;340.14
1198;200200074296;яеангнк 2% 15ц. люгэ;йЮРПЕМ Ц.уХЛЙХ;27.08.2021;2003375;26.08.2021;7372114-30;1;97.78;10%;9.78;107.56
1199;200200074298;репахмютхм-ребю 250лц. ╧28 рюа.;йЮРПЕМ Ц.уХЛЙХ;27.08.2021;2003375;26.08.2021;7372114-30;1;599.61;10%;59.96;659.57
1200;200200074313;ютнаюгнк перюпд 30лц. ╧20 рюа. опнкнмц. о/н;оСКЭЯ ;27.08.2021;2003377;26.08.2021;апм00614393;1;523.32;10%;52.33;575.65
1201;200200074318;дейяюлерюгнм 0,5лц. ╧56 рюа. /намнбкемхе/;оСКЭЯ ;27.08.2021;2003377;26.08.2021;апм00614393;1;34.96;10%;3.50;38.46
1202;200200074324;люмхмхк 5лц. ╧120 рюа. /аепкхм-уелх/;оСКЭЯ ;27.08.2021;2003377;26.08.2021;апм00614393;1;91.96;10%;9.20;101.16
1203;200200074335;пнгсбюярюрхм-яг 10лц. ╧30 рюа. о/о/н;оСКЭЯ ;27.08.2021;2003377;26.08.2021;апм00614393;1;233.53;10%;23.35;256.88
1204;200200074338;рпх-пецнк ╧21у3(╧63) рюа. о/н /цеденм пхуреп/;оСКЭЯ ;27.08.2021;2003377;26.08.2021;апм00614393;1;605.67;10%;60.57;666.24
1205;200200074343;нрхоюйя 15лк/16ц. йюокх сьмше тк./йюо.;оСКЭЯ ;27.08.2021;2003378;26.08.2021;апм00614392;1;338.55;10%;33.85;372.40
1206;200200074366;юкепюмю аюкэгюл-нонкюяй. цкса. бняярюм. 200лк. [ALERANA];юПЮК ОКЧЯ;27.08.2021;2003381;26.08.2021;8286795;1;262.83;20%;52.57;315.40
1207;200200074370;яемх ондцсгмхйх ясоеп юхп щйярпю кюпв д/бгп. п.XL(4) ╧30 (130-170ял.) [SENI];юПЮК ОКЧЯ;27.08.2021;2003381;26.08.2021;8286795;1;1220.55;10%;122.05;1342.60
1208;200200074371;яемх ондцсгмхйх ясоеп юхп кюпв д/бгп. п.L(3) ╧30 (100-150ял.) [SENI];юПЮК ОКЧЯ;27.08.2021;2003381;26.08.2021;8286795;1;1040.84;10%;104.08;1144.92
1209;200200074379;кхгхмнопхк-ребю 20лц. ╧20 рюа. /ребю/;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003382;27.08.2021;21-0-555776;1;131.04;10%;13.10;144.14
1210;200200074386;цкчйнбюмя 500лц+2,5лц. ╧60 рюа. о/н /мхйнлед/;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003383;27.08.2021;21-0-555775;1;394.05;10%;39.41;433.46
1211;200200074395;лекэднмхи 250лц. ╧60 йюоя. /тюплярюмдюпр-кейяпедярбю/;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003383;27.08.2021;21-0-555775;1;264.34;10%;26.43;290.77
1212;200200074402;цнпжю орхвэецн рпюбю (яонпшью) 50ц. /йпюямнцнпяй/;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003383;27.08.2021;21-0-555775;1;41.08;10%;4.11;45.19
1213;200200074405;рнкнймъмйх кхяр 50ц. /йпюямнцнпяй/;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003383;27.08.2021;21-0-555775;1;47.69;10%;4.77;52.46
1214;200200074406;уюпрхк 10лц. ╧28 рюа.;цпюмд йюохрюк ялнкемяй ннн тй;27.08.2021;2003383;27.08.2021;21-0-555775;1;389.52;10%;38.95;428.47
1215;200200074415;хрпюйнмюгнк 100лц. ╧14 йюоя. /юббю пся/;гДПЮБЯЕПБХЯ;27.08.2021;2003384;27.08.2021;E12573305/37274053;1;311.91;10%;31.19;343.10
1216;200200074423;яеперхд 25лйц.+125лйц/днгю 120днг ющпнгнкэ /цкюйян/;гДПЮБЯЕПБХЯ;27.08.2021;2003384;27.08.2021;E12573305/37274053;1;1195.17;10%;119.52;1314.69
1217;200200074424;тхюкйх рпюбю 1,5ц. ╧20 оюй. /йпюямнцнпяй/;гДПЮБЯЕПБХЯ;27.08.2021;2003384;27.08.2021;E12573305/37274053;1;57.37;10%;5.74;63.11
1218;200200074425;жхопнкер 3лц/лк. 5лк. цк.йюокх /д-п педдх/;гДПЮБЯЕПБХЯ;27.08.2021;2003384;27.08.2021;E12573305/37274053;1;39.29;10%;3.93;43.22
1219;200200074426;щмюл 5лц. ╧20 рюа. /д-п педдх/;гДПЮБЯЕПБХЯ;27.08.2021;2003384;27.08.2021;E12573305/37274053;1;27.86;10%;2.79;30.65
1220;200200074428;инд-юйрхб 250лц/50лйц. ╧80 рюа.;гДПЮБЯЕПБХЯ;27.08.2021;2003385;27.08.2021;E12573305/37270112;1;84.48;20%;16.90;101.38
1221;200200074431;яекем-юйрхб 250лц. ╧60 рюа.;гДПЮБЯЕПБХЯ;27.08.2021;2003385;27.08.2021;E12573305/37270112;1;119.94;20%;23.99;143.93
1222;200200074433;анпмюъ й-рю 3% 25лк. яохпр. п-п д/леяр.опхл. тк. /рскэяйюъ тт/;юБЕЯРЮ ;27.08.2021;2003386;27.08.2021;2556632;1;15.58;10%;1.56;17.14
1223;200200074447;смцю-пся мюйнкеммхй-аюмдюф йнлопеяяхнммши п.1 /юпр.я327/;оПНРЕЙ;27.08.2021;2003388;27.08.2021;164288181-001;1;213.40;;0.00;213.40
1224;200200074449;янкцюп лскэрх-I 1650лц. ╧60 рюа.;оПНРЕЙ;27.08.2021;2003388;27.08.2021;164288181-001;1;1189.83;20%;237.97;1427.80
1225;200200074454;юйпхдепл цй 15ц. ╧1 йпел д/мюпсф.опхл. рсаю /юйпхухм/;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;415.78;10%;41.58;457.36
1226;200200074459;аерюдхм 200лц. ╧14 ясоо. бюц.;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;458.81;10%;45.88;504.69
1227;200200074460;апюбюдхм 5лц. ╧56 рюа. о/о/н /KRKA/;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;609.26;10%;60.93;670.19
1228;200200074461;бхцюлнйя 0,5% 5лк. ╧1 цк.йюокх тк./йюо. /юкйнм/;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;174.23;10%;17.42;191.65
1229;200200074475;оюмрндепл окчя 30ц. йпел /юйпхухм/;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;239.28;10%;23.93;263.21
1230;200200074482;щяохпн 25лц. ╧30 рюа. о/о/н;оСКЭЯ ;28.08.2021;2003391;27.08.2021;апм00616949;1;677.81;10%;67.78;745.59
1231;200200074484;юпрнйяюм 20лц. ╧3 кхнт. д/п-пю д/б/б,б/л тк.;оСКЭЯ ;28.08.2021;2003392;27.08.2021;апм00616948;1;534.66;10%;53.47;588.13
1232;200200074529;охпюжерюл 200лц/лк. 5лк. ╧10 п-п д/б/б,б/л юло. /анпхянбяйхи/;цпюмд йюохрюк ялнкемяй ннн тй;28.08.2021;2003397;28.08.2021;21-0-558193;1;56.57;10%;5.66;62.23
1233;200200074530;опюдюйяю 150лц. ╧60 йюоя. /аепхмцеп/;цпюмд йюохрюк ялнкемяй ннн тй;28.08.2021;2003397;28.08.2021;21-0-558193;1;2784.04;10%;278.40;3062.44
1234;200200074555;дхюдепл йпел д/мнц хмремя. о/ясу.лнгнкеи х мюрноршьеи 75лк. рсаю /юбюмрю/;йЮРПЕМ Ц.уХЛЙХ;28.08.2021;2003398;27.08.2021;7399719-30;1;127.47;20%;25.49;152.96
1235;200200074556;асяйноюм 10лц. ╧20 рюа. о/н;оСКЭЯ ;30.08.2021;2003403;29.08.2021;апм00618908;1;391.72;10%;39.17;430.89
1236;200200074588;мнцнрйнб жберйх (йюкемдскю) 50ц. /йпюямнцнпяй/;оСКЭЯ ;30.08.2021;2003404;29.08.2021;апм00618909;1;72.11;10%;7.21;79.32
1237;200200074595;пхмнпся 0,1% 10лк. мюгюк.йюокх тк./йюо. х/с /яхмрег/;оСКЭЯ ;30.08.2021;2003404;29.08.2021;апм00618909;1;17.63;10%;1.76;19.39
1238;200200074596;пнйяепю 5лц. ╧30 рюа. о/о/н /KRKA/;оСКЭЯ ;30.08.2021;2003404;29.08.2021;апм00618909;1;377.52;10%;37.75;415.27
1239;200200074603;спяняюм тнпре 500лц. ╧50 рюа. о/о/н /опн.лед.жя/;оСКЭЯ ;30.08.2021;2003404;29.08.2021;апм00618909;1;1351.87;10%;135.19;1487.06
1240;200200074612;юрпнбемр 250лйц/лк. 20лк. п-п д/хмц. тк. /аепхмцеп/;цпюмд йюохрюк ялнкемяй ннн тй;30.08.2021;2003405;30.08.2021;21-0-559845;1;179.48;10%;17.95;197.43
